Time [s],Channel,Value
0.014366780,2,10796
0.014378120,1,11896
0.014389460,2,11896
0.014400805,1,12695
0.014412145,2,12695
0.014423485,1,13608
0.014434825,2,13608
0.014446170,1,14713
0.014457510,2,14713
0.014468850,1,15706
0.014480195,2,15706
0.014491535,1,16355
0.014502875,2,16355
0.014514215,1,16852
0.014525560,2,16852
0.014536900,1,17409
0.014548240,2,17409
0.014559585,1,17938
0.014570920,2,17938
0.014582265,1,18560
0.014593605,2,18560
0.014604945,1,19028
0.014616290,2,19028
0.014627630,1,19198
0.014638970,2,19198
0.014650315,1,19542
0.014661655,2,19542
0.014672995,1,19458
0.014684335,2,19458
0.014695680,1,19772
0.014707020,2,19772
0.014718360,1,19624
0.014729700,2,19624
0.014741045,1,19867
0.014752385,2,19867
0.014763725,1,19733
0.014775070,2,19733
0.014786410,1,19529
0.014797750,2,19529
0.014809090,1,19226
0.014820435,2,19226
0.014831775,1,18798
0.014843115,2,18798
0.014854460,1,18511
0.014865800,2,18511
0.014877140,1,17851
0.014888480,2,17851
0.014899825,1,17416
0.014911165,2,17416
0.014922505,1,16820
0.014933845,2,16820
0.014945190,1,15933
0.014956530,2,15933
0.014967870,1,14924
0.014979215,2,14924
0.014990555,1,14356
0.015001895,2,14356
0.015013235,1,13412
0.015024580,2,13412
0.015035920,1,12555
0.015047260,2,12555
0.015058600,1,11660
0.015069945,2,11660
0.015081285,1,10553
0.015092625,2,10553
0.015103970,1,9234
0.015115310,2,9234
0.015126650,1,8438
0.015137990,2,8438
0.015149335,1,7032
0.015160675,2,7032
0.015172015,1,5850
0.015183355,2,5850
0.015194700,1,4573
0.015206040,2,4573
0.015217380,1,3523
0.015228725,2,3523
0.015240065,1,2076
0.015251405,2,2076
0.015262750,1,719
0.015274090,2,719
0.015285430,1,65146
0.015296770,2,65146
0.015308115,1,63699
0.015319455,2,63699
0.015330795,1,62468
0.015342135,2,62468
0.015353480,1,61405
0.015364820,2,61405
0.015376160,1,60161
0.015387500,2,60161
0.015398845,1,58877
0.015410185,2,58877
0.015421525,1,57701
0.015432865,2,57701
0.015444210,1,56550
0.015455550,2,56550
0.015466890,1,55488
0.015478235,2,55488
0.015489575,1,54407
0.015500915,2,54407
0.015512260,1,53235
0.015523600,2,53235
0.015534940,1,52299
0.015546280,2,52299
0.015557620,1,51468
0.015568965,2,51468
0.015580305,1,50502
0.015591645,2,50502
0.015602990,1,49192
0.015614330,2,49192
0.015625670,1,48507
0.015637015,2,48507
0.015648355,1,47689
0.015659695,2,47689
0.015671035,1,47026
0.015682380,2,47026
0.015693720,1,46568
0.015705060,2,46568
0.015716400,1,45894
0.015727745,2,45894
0.015739085,1,45657
0.015750425,2,45657
0.015761765,1,45191
0.015773110,2,45191
0.015784450,1,44804
0.015795790,2,44804
0.015807135,1,44542
0.015818475,2,44542
0.015829815,1,44752
0.015841160,2,44752
0.015852500,1,44613
0.015863840,2,44613
0.015875180,1,44497
0.015886525,2,44497
0.015897865,1,44882
0.015909205,2,44882
0.015920545,1,45096
0.015931890,2,45096
0.015943230,1,45065
0.015954570,2,45065
0.015965915,1,45565
0.015977255,2,45565
0.015988595,1,46274
0.015999935,2,46274
0.016011280,1,46600
0.016022620,2,46600
0.016033960,1,47258
0.016045305,2,47258
0.016056645,1,47915
0.016067985,2,47915
0.016079325,1,48307
0.016090670,2,48307
0.016102010,1,49404
0.016113350,2,49404
0.016124690,1,50340
0.016136035,2,50340
0.016147375,1,51213
0.016158715,2,51213
0.016170060,1,51991
0.016181400,2,51991
0.016192740,1,53173
0.016204080,2,53173
0.016215425,1,53777
0.016226765,2,53777
0.016238105,1,55286
0.016249445,2,55286
0.016260790,1,56512
0.016272130,2,56512
0.016283470,1,57717
0.016294815,2,57717
0.016306155,1,58741
0.016317495,2,58741
0.016328835,1,60047
0.016340180,2,60047
0.016351520,1,61615
0.016362860,2,61615
0.016374205,1,62575
0.016385545,2,62575
0.016396885,1,64193
0.016408225,2,64193
0.016419570,1,65078
0.016430910,2,65078
0.016442250,1,908
0.016453590,2,908
0.016464935,1,2327
0.016476275,2,2327
0.016487615,1,3737
0.016498955,2,3737
0.016510300,1,4796
0.016521640,2,4796
0.016532980,1,6192
0.016544325,2,6192
0.016555665,1,7400
0.016567005,2,7400
0.016578345,1,8579
0.016589690,2,8579
0.016601030,1,9698
0.016612370,2,9698
0.016623710,1,10762
0.016635055,2,10762
0.016646395,1,12066
0.016657735,2,12066
0.016669080,1,12802
0.016680420,2,12802
0.016691760,1,13956
0.016703100,2,13956
0.016714445,1,14668
0.016725785,2,14668
0.016737125,1,15886
0.016748470,2,15886
0.016759810,1,16330
0.016771150,2,16330
0.016782495,1,17291
0.016793835,2,17291
0.016805175,1,18014
0.016816515,2,18014
0.016827855,1,18604
0.016839200,2,18604
0.016850540,1,19056
0.016861880,2,19056
0.016873225,1,19642
0.016884565,2,19642
0.016895905,1,19832
0.016907250,2,19832
0.016918590,1,20241
0.016929930,2,20241
0.016941270,1,20363
0.016952610,2,20363
0.016963955,1,20648
0.016975295,2,20648
0.016986635,1,20608
0.016997980,2,20608
0.017009320,1,20743
0.017020660,2,20743
0.017032000,1,20344
0.017043345,2,20344
0.017054685,1,20388
0.017066025,2,20388
0.017077365,1,19892
0.017088710,2,19892
0.017100050,1,19562
0.017111390,2,19562
0.017122735,1,19415
0.017134075,2,19415
0.017145415,1,18790
0.017156760,2,18790
0.017168100,1,18148
0.017179440,2,18148
0.017190780,1,17461
0.017202125,2,17461
0.017213465,1,16733
0.017224805,2,16733
0.017236145,1,16225
0.017247490,2,16225
0.017258830,1,15190
0.017270170,2,15190
0.017281510,1,14202
0.017292855,2,14202
0.017304195,1,13102
0.017315535,2,13102
0.017326880,1,12142
0.017338220,2,12142
0.017349560,1,11312
0.017360900,2,11312
0.017372245,1,10142
0.017383585,2,10142
0.017394925,1,8979
0.017406270,2,8979
0.017417610,1,8148
0.017428950,2,8148
0.017440290,1,6652
0.017451635,2,6652
0.017462975,1,5504
0.017474315,2,5504
0.017485655,1,4081
0.017497000,2,4081
0.017508340,1,2882
0.017519680,2,2882
0.017531025,1,1420
0.017542365,2,1420
0.017553705,1,173
0.017565045,2,173
0.017576390,1,64273
0.017587730,2,64273
0.017599070,1,62875
0.017610410,2,62875
0.017621755,1,61730
0.017633095,2,61730
0.017644435,1,60276
0.017655780,2,60276
0.017667120,1,58834
0.017678460,2,58834
0.017689800,1,57972
0.017701145,2,57972
0.017712485,1,56276
0.017723825,2,56276
0.017735165,1,55158
0.017746510,2,55158
0.017757850,1,54497
0.017769190,2,54497
0.017780535,1,53109
0.017791875,2,53109
0.017803215,1,52162
0.017814555,2,52162
0.017825900,1,50974
0.017837240,2,50974
0.017848580,1,49979
0.017859920,2,49979
0.017871265,1,49208
0.017882605,2,49208
0.017893945,1,48376
0.017905290,2,48376
0.017916630,1,47621
0.017927970,2,47621
0.017939310,1,46802
0.017950650,2,46802
0.017961995,1,46060
0.017973335,2,46060
0.017984680,1,45763
0.017996020,2,45763
0.018007360,1,45134
0.018018700,2,45134
0.018030045,1,44861
0.018041385,2,44861
0.018052725,1,44497
0.018064070,2,44497
0.018075410,1,44249
0.018086750,2,44249
0.018098090,1,44066
0.018109430,2,44066
0.018120775,1,44092
0.018132115,2,44092
0.018143455,1,44002
0.018154800,2,44002
0.018166140,1,44236
0.018177480,2,44236
0.018188820,1,44359
0.018200165,2,44359
0.018211505,1,44728
0.018222845,2,44728
0.018234190,1,44931
0.018245530,2,44931
0.018256870,1,45546
0.018268210,2,45546
0.018279555,1,45940
0.018290895,2,45940
0.018302235,1,46140
0.018313575,2,46140
0.018324920,1,46904
0.018336260,2,46904
0.018347600,1,47721
0.018358945,2,47721
0.018370285,1,48800
0.018381625,2,48800
0.018392970,1,49271
0.018404310,2,49271
0.018415650,1,50650
0.018426990,2,50650
0.018438330,1,51515
0.018449675,2,51515
0.018461015,1,52372
0.018472355,2,52372
0.018483700,1,53818
0.018495040,2,53818
0.018506380,1,54647
0.018517720,2,54647
0.018529065,1,56243
0.018540405,2,56243
0.018551745,1,57696
0.018563085,2,57696
0.018574430,1,58263
0.018585770,2,58263
0.018597110,1,59605
0.018608455,2,59605
0.018619795,1,60764
0.018631135,2,60764
0.018642480,1,62401
0.018653820,2,62401
0.018665160,1,63319
0.018676500,2,63319
0.018687845,1,65007
0.018699185,2,65007
0.018710525,1,613
0.018721865,2,613
0.018733210,1,2181
0.018744550,2,2181
0.018755890,1,3225
0.018767235,2,3225
0.018778575,1,4691
0.018789915,2,4691
0.018801255,1,5920
0.018812600,2,5920
0.018823940,1,7341
0.018835280,2,7341
0.018846620,1,8393
0.018857965,2,8393
0.018869305,1,9668
0.018880645,2,9668
0.018891990,1,11040
0.018903330,2,11040
0.018914670,1,11886
0.018926015,2,11886
0.018937355,1,13240
0.018948695,2,13240
0.018960035,1,13853
0.018971375,2,13853
0.018982720,1,15207
0.018994060,2,15207
0.019005400,1,16039
0.019016745,2,16039
0.019028085,1,17012
0.019039425,2,17012
0.019050765,1,17712
0.019062110,2,17712
0.019073450,1,18355
0.019084790,2,18355
0.019096135,1,19029
0.019107475,2,19029
0.019118815,1,19626
0.019130155,2,19626
0.019141500,1,20135
0.019152840,2,20135
0.019164180,1,20593
0.019175520,2,20593
0.019186865,1,21076
0.019198205,2,21076
0.019209545,1,21050
0.019220885,2,21050
0.019232230,1,22183
0.019243570,2,22183
0.019254910,1,21934
0.019266255,2,21934
0.019277595,1,22091
0.019288935,2,22091
0.019300275,1,21706
0.019311620,2,21706
0.019322960,1,21412
0.019334300,2,21412
0.019345640,1,21396
0.019356985,2,21396
0.019368325,1,21153
0.019379665,2,21153
0.019391010,1,20749
0.019402350,2,20749
0.019413690,1,20217
0.019425035,2,20217
0.019436375,1,19743
0.019447715,2,19743
0.019459055,1,18848
0.019470400,2,18848
0.019481740,1,18177
0.019493080,2,18177
0.019504420,1,17327
0.019515765,2,17327
0.019527105,1,16378
0.019538445,2,16378
0.019549785,1,15744
0.019561130,2,15744
0.019572470,1,14482
0.019583810,2,14482
0.019595155,1,13450
0.019606495,2,13450
0.019617835,1,12283
0.019629180,2,12283
0.019640520,1,11172
0.019651860,2,11172
0.019663200,1,9757
0.019674545,2,9757
0.019685885,1,8404
0.019697225,2,8404
0.019708565,1,7144
0.019719910,2,7144
0.019731250,1,6054
0.019742590,2,6054
0.019753930,1,4571
0.019765275,2,4571
0.019776615,1,3090
0.019787955,2,3090
0.019799300,1,1987
0.019810640,2,1987
0.019821980,1,410
0.019833320,2,410
0.019844665,1,64545
0.019856005,2,64545
0.019867345,1,63252
0.019878690,2,63252
0.019890030,1,61971
0.019901370,2,61971
0.019912710,1,60620
0.019924055,2,60620
0.019935395,1,58992
0.019946735,2,58992
0.019958075,1,57849
0.019969420,2,57849
0.019980760,1,56363
0.019992100,2,56363
0.020003445,1,55492
0.020014785,2,55492
0.020026125,1,53996
0.020037465,2,53996
0.020048810,1,53014
0.020060150,2,53014
0.020071490,1,51633
0.020082830,2,51633
0.020094175,1,50682
0.020105515,2,50682
0.020116855,1,49781
0.020128200,2,49781
0.020139540,1,48759
0.020150880,2,48759
0.020162220,1,48043
0.020173565,2,48043
0.020184905,1,47057
0.020196245,2,47057
0.020207585,1,47104
0.020218930,2,47104
0.020230270,1,45623
0.020241610,2,45623
0.020252955,1,45199
0.020264295,2,45199
0.020275635,1,44548
0.020286975,2,44548
0.020298320,1,44139
0.020309660,2,44139
0.020321000,1,43498
0.020332345,2,43498
0.020343685,1,43585
0.020355025,2,43585
0.020366365,1,43247
0.020377710,2,43247
0.020389050,1,43143
0.020400390,2,43143
0.020411735,1,43265
0.020423075,2,43265
0.020434415,1,43495
0.020445755,2,43495
0.020457100,1,43517
0.020468440,2,43517
0.020479780,1,43806
0.020491125,2,43806
0.020502465,1,44176
0.020513805,2,44176
0.020525145,1,44757
0.020536490,2,44757
0.020547830,1,45093
0.020559170,2,45093
0.020570510,1,45539
0.020581850,2,45539
0.020593195,1,46311
0.020604535,2,46311
0.020615880,1,47034
0.020627220,2,47034
0.020638560,1,47979
0.020649900,2,47979
0.020661240,1,48643
0.020672585,2,48643
0.020683925,1,49726
0.020695265,2,49726
0.020706610,1,50619
0.020717950,2,50619
0.020729290,1,51883
0.020740630,2,51883
0.020751975,1,53020
0.020763315,2,53020
0.020774655,1,54066
0.020785995,2,54066
0.020797340,1,55336
0.020808680,2,55336
0.020820025,1,56527
0.020831365,2,56527
0.020842705,1,57749
0.020854045,2,57749
0.020865385,1,59319
0.020876730,2,59319
0.020888070,1,60723
0.020899410,2,60723
0.020910755,1,62029
0.020922095,2,62029
0.020933435,1,63351
0.020944780,2,63351
0.020956120,1,64637
0.020967460,2,64637
0.020978800,1,489
0.020990145,2,489
0.021001485,1,2075
0.021012825,2,2075
0.021024165,1,4325
0.021035510,2,4325
0.021046850,1,5823
0.021058190,2,5823
0.021069530,1,7448
0.021080875,2,7448
0.021092215,1,8279
0.021103555,2,8279
0.021114900,1,9721
0.021126240,2,9721
0.021137580,1,11669
0.021148925,2,11669
0.021160265,1,12154
0.021171605,2,12154
0.021182945,1,13592
0.021194285,2,13592
0.021205630,1,14417
0.021216970,2,14417
0.021228310,1,16036
0.021239655,2,16036
0.021250995,1,17133
0.021262335,2,17133
0.021273680,1,17891
0.021285020,2,17891
0.021296360,1,18627
0.021307700,2,18627
0.021319040,1,19619
0.021330385,2,19619
0.021341725,1,20367
0.021353065,2,20367
0.021364410,1,21436
0.021375750,2,21436
0.021387090,1,21334
0.021398435,2,21334
0.021409775,1,22712
0.021421115,2,22712
0.021432455,1,22251
0.021443800,2,22251
0.021455140,1,32370
0.021466480,2,32370
0.021477820,1,32767
0.021489165,2,32767
0.021500505,1,32767
0.021511845,2,32767
0.021523190,1,32767
0.021534530,2,32767
0.021545870,1,32767
0.021557210,2,32767
0.021568555,1,32767
0.021579895,2,32767
0.021591235,1,32767
0.021602575,2,32767
0.021613920,1,26027
0.021625260,2,26027
0.021636600,1,21821
0.021647945,2,21821
0.021659285,1,22491
0.021670625,2,22491
0.021681965,1,21508
0.021693310,2,21508
0.021704650,1,20906
0.021715990,2,20906
0.021727330,1,19921
0.021738675,2,19921
0.021750015,1,19798
0.021761355,2,19798
0.021772700,1,17946
0.021784040,2,17946
0.021795380,1,19922
0.021806720,2,19922
0.021818065,1,32281
0.021829405,2,32281
0.021840745,1,30060
0.021852085,2,30060
0.021863430,1,29055
0.021874770,2,29055
0.021886110,1,28055
0.021897455,2,28055
0.021908795,1,25820
0.021920135,2,25820
0.021931475,1,25041
0.021942820,2,25041
0.021954160,1,20567
0.021965500,2,20567
0.021976840,1,7608
0.021988185,2,7608
0.021999525,1,7344
0.022010865,2,7344
0.022022210,1,5534
0.022033550,2,5534
0.022044890,1,4322
0.022056235,2,4322
0.022067575,1,2328
0.022078915,2,2328
0.022090255,1,277
0.022101600,2,277
0.022112940,1,64221
0.022124280,2,64221
0.022135620,1,62646
0.022146965,2,62646
0.022158305,1,61174
0.022169645,2,61174
0.022180990,1,60086
0.022192330,2,60086
0.022203670,1,58810
0.022215010,2,58810
0.022226355,1,57228
0.022237695,2,57228
0.022249035,1,55947
0.022260375,2,55947
0.022271720,1,54458
0.022283060,2,54458
0.022294400,1,53026
0.022305740,2,53026
0.022317085,1,51927
0.022328425,2,51927
0.022339765,1,50849
0.022351110,2,50849
0.022362450,1,49922
0.022373790,2,49922
0.022385130,1,49092
0.022396475,2,49092
0.022407815,1,47577
0.022419155,2,47577
0.022430500,1,46809
0.022441840,2,46809
0.022453180,1,46154
0.022464520,2,46154
0.022475865,1,45232
0.022487205,2,45232
0.022498545,1,44821
0.022509885,2,44821
0.022521230,1,43949
0.022532570,2,43949
0.022543910,1,43640
0.022555255,2,43640
0.022566595,1,42966
0.022577935,2,42966
0.022589275,1,42723
0.022600620,2,42723
0.022611960,1,42319
0.022623300,2,42319
0.022634640,1,42184
0.022645985,2,42184
0.022657325,1,42007
0.022668665,2,42007
0.022680010,1,42376
0.022691350,2,42376
0.022702690,1,41876
0.022714030,2,41876
0.022725375,1,42194
0.022736715,2,42194
0.022748055,1,42479
0.022759400,2,42479
0.022770740,1,43172
0.022782080,2,43172
0.022793420,1,43420
0.022804765,2,43420
0.022816105,1,43795
0.022827445,2,43795
0.022838785,1,44695
0.022850130,2,44695
0.022861470,1,45939
0.022872810,2,45939
0.022884155,1,46288
0.022895495,2,46288
0.022906835,1,47444
0.022918175,2,47444
0.022929520,1,48515
0.022940860,2,48515
0.022952200,1,49806
0.022963540,2,49806
0.022974885,1,51180
0.022986225,2,51180
0.022997565,1,52200
0.023008910,2,52200
0.023020250,1,53337
0.023031590,2,53337
0.023042930,1,55453
0.023054275,2,55453
0.023065615,1,56108
0.023076955,2,56108
0.023088295,1,57227
0.023099640,2,57227
0.023110980,1,58137
0.023122320,2,58137
0.023133665,1,59243
0.023145005,2,59243
0.023156345,1,60626
0.023167685,2,60626
0.023179030,1,61762
0.023190370,2,61762
0.023201710,1,62733
0.023213050,2,62733
0.023224395,1,63861
0.023235735,2,63861
0.023247075,1,65273
0.023258420,2,65273
0.023269760,1,1028
0.023281100,2,1028
0.023292440,1,2089
0.023303785,2,2089
0.023315125,1,3377
0.023326465,2,3377
0.023337805,1,4322
0.023349150,2,4322
0.023360490,1,5840
0.023371830,2,5840
0.023383175,1,6992
0.023394515,2,6992
0.023405855,1,8040
0.023417200,2,8040
0.023428540,1,8884
0.023439880,2,8884
0.023451220,1,9923
0.023462565,2,9923
0.023473905,1,10994
0.023485245,2,10994
0.023496585,1,11855
0.023507930,2,11855
0.023519270,1,12648
0.023530610,2,12648
0.023541950,1,13715
0.023553295,2,13715
0.023564635,1,14558
0.023575975,2,14558
0.023587320,1,15772
0.023598660,2,15772
0.023610000,1,15711
0.023621340,2,15711
0.023632685,1,16667
0.023644025,2,16667
0.023655365,1,16711
0.023666710,2,16711
0.023678050,1,17414
0.023689390,2,17414
0.023700730,1,17799
0.023712075,2,17799
0.023723415,1,17977
0.023734755,2,17977
0.023746095,1,18326
0.023757440,2,18326
0.023768780,1,18573
0.023780120,2,18573
0.023791465,1,18402
0.023802805,2,18402
0.023814145,1,18523
0.023825485,2,18523
0.023836825,1,18523
0.023848170,2,18523
0.023859510,1,18066
0.023870850,2,18066
0.023882195,1,18067
0.023893535,2,18067
0.023904875,1,17753
0.023916220,2,17753
0.023927560,1,17624
0.023938900,2,17624
0.023950240,1,17167
0.023961585,2,17167
0.023972925,1,16423
0.023984265,2,16423
0.023995610,1,15814
0.024006950,2,15814
0.024018290,1,15303
0.024029630,2,15303
0.024040975,1,14889
0.024052315,2,14889
0.024063655,1,13957
0.024074995,2,13957
0.024086340,1,13184
0.024097680,2,13184
0.024109020,1,12453
0.024120365,2,12453
0.024131705,1,11451
0.024143045,2,11451
0.024154385,1,10187
0.024165730,2,10187
0.024177070,1,9345
0.024188410,2,9345
0.024199750,1,8378
0.024211095,2,8378
0.024222435,1,7406
0.024233775,2,7406
0.024245120,1,6275
0.024256460,2,6275
0.024267800,1,5292
0.024279140,2,5292
0.024290485,1,3724
0.024301825,2,3724
0.024313165,1,2809
0.024324505,2,2809
0.024335850,1,1193
0.024347190,2,1193
0.024358530,1,676
0.024369875,2,676
0.024381215,1,64787
0.024392555,2,64787
0.024403895,1,63623
0.024415240,2,63623
0.024426580,1,62283
0.024437920,2,62283
0.024449260,1,61231
0.024460605,2,61231
0.024471945,1,59983
0.024483285,2,59983
0.024494630,1,58962
0.024505970,2,58962
0.024517310,1,58027
0.024528650,2,58027
0.024539995,1,56649
0.024551335,2,56649
0.024562675,1,55359
0.024574015,2,55359
0.024585360,1,54620
0.024596700,2,54620
0.024608040,1,53480
0.024619385,2,53480
0.024630725,1,52710
0.024642065,2,52710
0.024653410,1,51889
0.024664750,2,51889
0.024676090,1,50891
0.024687430,2,50891
0.024698770,1,50340
0.024710115,2,50340
0.024721455,1,49417
0.024732795,2,49417
0.024744140,1,48854
0.024755480,2,48854
0.024766820,1,48346
0.024778160,2,48346
0.024789505,1,47664
0.024800845,2,47664
0.024812185,1,47458
0.024823525,2,47458
0.024834870,1,47180
0.024846210,2,47180
0.024857550,1,46271
0.024868895,2,46271
0.024880235,1,46282
0.024891575,2,46282
0.024902920,1,46158
0.024914260,2,46158
0.024925600,1,45850
0.024936940,2,45850
0.024948285,1,46158
0.024959625,2,46158
0.024970965,1,46150
0.024982305,2,46150
0.024993650,1,45947
0.025004990,2,45947
0.025016330,1,46347
0.025027675,2,46347
0.025039015,1,46840
0.025050355,2,46840
0.025061695,1,47066
0.025073040,2,47066
0.025084380,1,47948
0.025095720,2,47948
0.025107065,1,47963
0.025118405,2,47963
0.025129745,1,48811
0.025141085,2,48811
0.025152430,1,49351
0.025163770,2,49351
0.025175110,1,49872
0.025186450,2,49872
0.025197795,1,50620
0.025209135,2,50620
0.025220475,1,51431
0.025231815,2,51431
0.025243160,1,52287
0.025254500,2,52287
0.025265840,1,52941
0.025277185,2,52941
0.025288525,1,53994
0.025299865,2,53994
0.025311205,1,54740
0.025322550,2,54740
0.025333890,1,56090
0.025345230,2,56090
0.025356575,1,56950
0.025367915,2,56950
0.025379255,1,58360
0.025390595,2,58360
0.025401940,1,59536
0.025413280,2,59536
0.025424620,1,60632
0.025435965,2,60632
0.025447305,1,61485
0.025458645,2,61485
0.025469985,1,62851
0.025481330,2,62851
0.025492670,1,64014
0.025504010,2,64014
0.025515355,1,65097
0.025526695,2,65097
0.025538035,1,633
0.025549375,2,633
0.025560715,1,2014
0.025572060,2,2014
0.025583400,1,3158
0.025594740,2,3158
0.025606085,1,4368
0.025617425,2,4368
0.025628765,1,5508
0.025640110,2,5508
0.025651450,1,6192
0.025662790,2,6192
0.025674130,1,7480
0.025685475,2,7480
0.025696815,1,8399
0.025708155,2,8399
0.025719495,1,9508
0.025730840,2,9508
0.025742180,1,10411
0.025753520,2,10411
0.025764865,1,11564
0.025776205,2,11564
0.025787545,1,12155
0.025798885,2,12155
0.025810230,1,13192
0.025821570,2,13192
0.025832910,1,13751
0.025844250,2,13751
0.025855595,1,14401
0.025866935,2,14401
0.025878275,1,15181
0.025889615,2,15181
0.025900960,1,15708
0.025912300,2,15708
0.025923640,1,16181
0.025934985,2,16181
0.025946325,1,16752
0.025957665,2,16752
0.025969005,1,17103
0.025980350,2,17103
0.025991690,1,17443
0.026003030,2,17443
0.026014375,1,17835
0.026025715,2,17835
0.026037055,1,17945
0.026048395,2,17945
0.026059740,1,18009
0.026071080,2,18009
0.026082420,1,18071
0.026093760,2,18071
0.026105105,1,18067
0.026116445,2,18067
0.026127785,1,17986
0.026139130,2,17986
0.026150470,1,18098
0.026161810,2,18098
0.026173155,1,17743
0.026184495,2,17743
0.026195835,1,17330
0.026207175,2,17330
0.026218515,1,16930
0.026229860,2,16930
0.026241200,1,16393
0.026252540,2,16393
0.026263885,1,15953
0.026275225,2,15953
0.026286565,1,15309
0.026297905,2,15309
0.026309245,1,14549
0.026320590,2,14549
0.026331930,1,13987
0.026343270,2,13987
0.026354615,1,13106
0.026365955,2,13106
0.026377295,1,12649
0.026388640,2,12649
0.026399980,1,11751
0.026411320,2,11751
0.026422665,1,10582
0.026434005,2,10582
0.026445345,1,9769
0.026456685,2,9769
0.026468030,1,8521
0.026479370,2,8521
0.026490710,1,7690
0.026502050,2,7690
0.026513395,1,6532
0.026524735,2,6532
0.026536075,1,5357
0.026547415,2,5357
0.026558760,1,4401
0.026570100,2,4401
0.026581440,1,3435
0.026592785,2,3435
0.026604125,1,2194
0.026615465,2,2194
0.026626805,1,1072
0.026638150,2,1072
0.026649490,1,65258
0.026660830,2,65258
0.026672175,1,63936
0.026683515,2,63936
0.026694855,1,62983
0.026706195,2,62983
0.026717540,1,61751
0.026728880,2,61751
0.026740220,1,60853
0.026751565,2,60853
0.026762905,1,59695
0.026774245,2,59695
0.026785585,1,58379
0.026796930,2,58379
0.026808270,1,57404
0.026819610,2,57404
0.026830950,1,56365
0.026842295,2,56365
0.026853635,1,54426
0.026864975,2,54426
0.026876320,1,53357
0.026887660,2,53357
0.026899000,1,52429
0.026910340,2,52429
0.026921680,1,51393
0.026933025,2,51393
0.026944365,1,50642
0.026955710,2,50642
0.026967050,1,49607
0.026978390,2,49607
0.026989730,1,48802
0.027001070,2,48802
0.027012415,1,48801
0.027023755,2,48801
0.027035095,1,47379
0.027046440,2,47379
0.027057780,1,46958
0.027069120,2,46958
0.027080460,1,46122
0.027091805,2,46122
0.027103145,1,45647
0.027114485,2,45647
0.027125830,1,45615
0.027137170,2,45615
0.027148510,1,45259
0.027159850,2,45259
0.027171195,1,44959
0.027182535,2,44959
0.027193875,1,44700
0.027205215,2,44700
0.027216560,1,44540
0.027227900,2,44540
0.027239240,1,44738
0.027250585,2,44738
0.027261925,1,44950
0.027273265,2,44950
0.027284605,1,44917
0.027295950,2,44917
0.027307290,1,44937
0.027318630,2,44937
0.027329970,1,45499
0.027341315,2,45499
0.027352655,1,45925
0.027363995,2,45925
0.027375340,1,46474
0.027386680,2,46474
0.027398020,1,47043
0.027409360,2,47043
0.027420705,1,47767
0.027432045,2,47767
0.027443385,1,48480
0.027454725,2,48480
0.027466070,1,49128
0.027477410,2,49128
0.027488750,1,50099
0.027500095,2,50099
0.027511435,1,51036
0.027522775,2,51036
0.027534115,1,51920
0.027545460,2,51920
0.027556800,1,52916
0.027568140,2,52916
0.027579480,1,54141
0.027590825,2,54141
0.027602165,1,54886
0.027613505,2,54886
0.027624850,1,56535
0.027636190,2,56535
0.027647530,1,57489
0.027658875,2,57489
0.027670215,1,58661
0.027681555,2,58661
0.027692895,1,59806
0.027704235,2,59806
0.027715580,1,60902
0.027726920,2,60902
0.027738260,1,62388
0.027749605,2,62388
0.027760945,1,63506
0.027772285,2,63506
0.027783630,1,64926
0.027794970,2,64926
0.027806310,1,434
0.027817650,2,434
0.027828995,1,2781
0.027840335,2,2781
0.027851675,1,3904
0.027863015,2,3904
0.027874360,1,5482
0.027885700,2,5482
0.027897040,1,6489
0.027908385,2,6489
0.027919725,1,7635
0.027931065,2,7635
0.027942405,1,9365
0.027953750,2,9365
0.027965090,1,9834
0.027976430,2,9834
0.027987775,1,11161
0.027999115,2,11161
0.028010455,1,12326
0.028021795,2,12326
0.028033140,1,13308
0.028044480,2,13308
0.028055820,1,14075
0.028067160,2,14075
0.028078505,1,14993
0.028089845,2,14993
0.028101185,1,15900
0.028112530,2,15900
0.028123870,1,16667
0.028135210,2,16667
0.028146550,1,17708
0.028157895,2,17708
0.028169235,1,18000
0.028180575,2,18000
0.028191915,1,18726
0.028203260,2,18726
0.028214600,1,18904
0.028225940,2,18904
0.028237285,1,20033
0.028248625,2,20033
0.028259965,1,20006
0.028271305,2,20006
0.028282650,1,20487
0.028293990,2,20487
0.028305330,1,20222
0.028316670,2,20222
0.028328015,1,20779
0.028339355,2,20779
0.028350695,1,20959
0.028362040,2,20959
0.028373380,1,20920
0.028384720,2,20920
0.028396060,1,20836
0.028407405,2,20836
0.028418745,1,20625
0.028430085,2,20625
0.028441430,1,20433
0.028452770,2,20433
0.028464110,1,19894
0.028475450,2,19894
0.028486795,1,19650
0.028498135,2,19650
0.028509475,1,19106
0.028520815,2,19106
0.028532160,1,18884
0.028543500,2,18884
0.028554840,1,17541
0.028566180,2,17541
0.028577525,1,16276
0.028588865,2,16276
0.028600205,1,15670
0.028611550,2,15670
0.028622890,1,14627
0.028634230,2,14627
0.028645575,1,13995
0.028656915,2,13995
0.028668255,1,13241
0.028679595,2,13241
0.028690935,1,12281
0.028702280,2,12281
0.028713620,1,11219
0.028724960,2,11219
0.028736305,1,10031
0.028747645,2,10031
0.028758985,1,8842
0.028770330,2,8842
0.028781670,1,7694
0.028793010,2,7694
